CO_PROCEDIMENTO,NO_PROCEDIMENTO
0406040184,CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DAS ILÍACAS COM ENDOPRÓTESE TUBULAR
0406040192,EMBOLIZAÇÃO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCÓPICO E/OU ESTUDO ANGIOGRÁFICO)
0406040206,EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR ARTÉRIO-VENOSA (INCLUI ESTUDO ANGIOGRÁFICO)
0406040214,EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR POR PUNÇÃO DIRETA (INCLUI DROGAS EMBOLIZANTES)
0406040222,FECHAMENTO PERCUTÂNEO DE FISTULAS ARTERIOVENOSAS COM LIBERAÇÃO DE COILS
0406040230,FIBRINOLISE INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)
0406040249,FIBRINÓLISE PARA EMBOLIA PULMONAR MACICA INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)
0406040257,FIBRINÓLISE VISCERAL INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)
0406040265,IMPLANTAÇÃO DE SHUNT INTRA-HEPÁTICO PORTO-SISTÊMICO (TIPS) COM STENT NÃO RECOBERTO
0406040273,OCLUSÃO PERCUTÂNEA ENDOVASCULAR DE ARTÉRIA / VEIA
0406040281,RECONSTRUÇÃO DA BIFURCAÇÃO AORTO-ILÍACA COM ANGIOPLASTIA E STENTS
0406040290,TRATAMENTO DE EPISTAXE POR EMBOLIZAÇÃO (INCLUI ESTUDO ANGIOGRÁFICO E/OU ENDOSCÓPICO)
0406040303,TRATAMENTO DE HEMATURIA OU SANGRAMENTO GENITAL POR EMBOLIZAÇÃO (INCLUI ESTUDO ANGIOGRÁFICO E/OU ENDOSCÓPICO)
0406040311,TRATAMENTO DE HEMOPTISE POR EMBOLIZAÇÃO PERCUTÂNEA (INCLUI ESTUDO ANGIOGRÁFICO)
0406040320,TRATAMENTO ENDOVASCULAR DE FISTULAS ARTERIOVENOSAS
0406040338,TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA
0406050015,ESTUDO ELETROFISIOLÓGICO DIAGNÓSTICO
0406050023,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE FLUTTER ATRIAL)
0406050031,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE TAQUICARDIA ATRIAL DIREITA)
0406050040,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE TAQUICARDIA POR REENTRADA NODAL DE VIAS ANÔMALAS DIREITAS, DE TV IDIOPÁTICA, DE VENTRÍCULO DIREITO E VENTRÍCULO ESQUERDO)."
0406050058,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DO NÓDULO ARCHOV-TAWARA)
0406050066,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DAS VIAS ANÔMALAS MÚLTIPLAS)
0406050074,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE FIBRILAÇÃO ATRIAL)
0406050082,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL CICATRICIAL)
0406050090,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL CICATRICIAL)
0406050104,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL ESQUERDA)
0406050112,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA VENTRICULAR IDIOPÁTICA DO SEIO DE VALSALVA ESQUERDO)
0406050120,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA VENTRICULAR SUSTENTADA COM CARDIOPATIA ESTRUTURAL)
0406050139,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE VIAS ANÔMALAS ESQUERDAS)
0407010017,DEGASTROGASTRECTOMIA COM OU SEM VAGOTOMIA
0407010025,DILATAÇÃO ESOFÁGICA / PILÓRICA
0407010033,ESOFAGECTOMIA DISTAL COM TORACOTOMIA
0407010041,ESOFAGECTOMIA DISTAL SEM TORACOTOMIA
0407010050,ESOFAGECTOMIA VIDEOLAPAROSCÓPICA
0407010068,ESÔFAGO-COLONPLASTIA
0407010076,ESOFAGOGASTRECTOMIA
0407010084,ESOFAGOPLASTIA / GASTROPLASTIA
0407010092,ESOFAGORRAFIA CERVICAL
0407010106,ESOFAGORRAFIA TORÁCICA
0407010114,ESOFAGOSTOMIA
0407010122,GASTRECTOMIA COM OU SEM DESVIO DUODENAL
0407010130,GASTRECTOMIA PARCIAL COM OU SEM VAGOTOMIA
0407010149,GASTRECTOMIA TOTAL
0407010157,GASTRECTOMIA VIDEOLAPAROSCÓPICA
0407010165,GASTROENTEROANASTOMOSE
0407010173,GASTROPLASTIA COM DERIVAÇÃO INTESTINAL
0407010181,GASTROPLASTIA VERTICAL COM BANDA
0407010190,GASTRORRAFIA
0407010203,GASTRORRAFIA VIDEOLAPAROSCÓPICA
0407010211,GASTROSTOMIA
0407010220,GASTROSTOMIA VIDEOLAPAROSCÓPICA
0407010238,PILOROPLASTIA
0407010246,RETIRADA DE CORPO ESTRANHO DO TUBO DIGESTIVO POR ENDOSCOPIA
0407010254,RETIRADA DE PÓLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA
0407010262,TAMPONAMENTO DE LESÕES HEMORRÁGICAS DO APARELHO DIGESTIVO
0407010270,TRATAMENTO CIRÚRGICO DE ACALASIA (CARDIOMIOPLASTIA)
0407010289,TRATAMENTO CIRÚRGICO DE DIVERTÍCULO DO TUBO DIGESTIVO
0407010297,TRATAMENTO CIRÚRGICO DE REFLUXO GASTROESOFÁGICO
0407010300,TRATAMENTO CIRÚRGICO DE VARIZES ESOFÁGICAS
0407010319,TRATAMENTO ESCLEROSANTE / LIGADURA ELÁSTICA DE LESÂO HEMORRÁGICA DO APARELHO DIGESTIVO
0407010327,TRATAMENTO ESCLEROSANTE DE LESÕES NÃO HEMORRÁGICAS DO APARELHO DIGESTIVO INCLUINDO LIGADURA ELÁSTICA
0407010335,TRATAMETO CIRÚRGICO DE MEGAESÔFAGO SEM RESSECÇÃO/ CONSERVADOR
0407010343,VAGOTOMIA COM OPERAÇÃO DE DRENAGEM
0407010351,VAGOTOMIA SUPERSELETIVA / GÁSTRICA PROXIMAL
0407010360,GASTRECTOMIA VERTICAL EM MANGA (SLEEVE)
0407010378,TRATAMENTO DE INTERCORRENCIAS CIRURGICA POS- CIRURGIA BARIÁTRICA
0407010386,CIRURGIA BARIÁTRICA POR VIDEOLAPAROSCOPIA
0407020012,AMPUTAÇÃO COMPLETA ABDOMINO-PERINEAL DO RETO
0407020020,AMPUTAÇÃO POR PROCIDÊNCIA DE RETO
0407020039,APENDICECTOMIA
0407020047,APENDICECTOMIA VIDEOLAPAROSCÓPICA
0407020055,CERCLAGEM DE ÂNUS
0407020063,COLECTOMIA PARCIAL (HEMICOLECTOMIA)
0407020071,COLECTOMIA TOTAL
0407020080,COLECTOMIA VIDEOLAPAROSCÓPICA
0407020098,COLORRAFIA POR VIA ABDOMINAL
0407020101,COLOSTOMIA
0407020110,CRIPTECTOMIA ÚNICA / MÚLTIPLA
0407020128,DILATAÇÃO DIGITAL / INSTRUMENTAL DO ÂNUS E/OU RETO
0407020136,DRENAGEM DE ABSCESSO ANU-RETAL
0407020144,DRENAGEM DE ABSCESSO ISQUIORRETAL
0407020152,DRENAGEM DE HEMATOMA / ABSCESSO RETRO-RETAL
0407020160,ELETROCAUTERIZACAO DE LESAO TRANSPARIETAL DE ANUS
0407020179,ENTERECTOMIA
0407020187,ENTEROANASTOMOSE (QUALQUER SEGMENTO)
0407020195,ENTEROPEXIA (QUALQUER SEGMENTO)
0407020209,ENTEROTOMIA E/OU ENTERORRAFIA C/ SUTURA / RESSECÇÃO (QUALQUER SEGMENTO)
0407020217,ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL
0407020225,EXCISÃO DE LESÃO / TUMOR ANU-RETAL
0407020233,EXCISÃO DE LESÃO INTESTINAL / MESENTÉRICA LOCALIZADA
0407020241,FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO)
0407020250,FECHAMENTO DE FÍSTULA DE COLON
0407020268,FECHAMENTO DE FÍSTULA DE RETO
0407020276,FISTULECTOMIA / FISTULOTOMIA ANAL
0407020284,HEMORROIDECTOMIA
0407020292,HERNIORRAFIA COM RESSECÇÃO INTESTINAL (HERNIA ESTRANGULADA)
0407020306,JEJUNOSTOMIA / ILEOSTOMIA
0407020314,LIGADURA ELÁSTICA DE HEMORROIDAS (SESSÃO)
0407020322,PLÁSTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL
0407020330,PROCTOCOLECTOMIA TOTAL COM RESERVATÒRIO ILEAL
0407020349,PROCTOPEXIA ABDOMINAL POR PROCIDÊNCIA DO RETO
0407020357,PROCTOPLASTIA E PROCTORRAFIA POR VIA PERINEAL
0407020365,REDUÇÃO CIRÚRGICA DE VOLVO POR LAPAROTOMIA
0407020373,REDUÇÃO MANUAL DE PROCIDÊNCIA DE RETO
0407020381,REMOÇÃO CIRÚRGICA DE FECALOMA
0407020390,RETIRADA DE CORPO ESTRANHO / PÓLIPOS DO RETO / COLO SIGMÓIDE
0407020403,RETOSSIGMOIDECTOMIA ABDOMINAL
0407020411,RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL
0407020420,TRATAMENTO CIRÚRGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO
0407020438,TRATAMENTO CIRÚRGICO DE AUSENCIA DO RETO (ABDOMINO-PERINEAL)
0407020446,TRATAMENTO CIRÚRGICO DE ILEO MECONIAL
0407020454,TRATAMENTO CIRURGICO DE IMPERFURACAO MEMBRANOSA DO ANUS
0407020462,TRATAMENTO CIRÚRGICO DE MA ROTAÇÃO INTESTINAL
0407020470,TRATAMENTO CIRÚRGICO DE PROLAPSO ANAL
0407020489,TRATAMENTO CIRÚRGICO DE PRURIDO ANAL
0407020497,TRATAMENTO ESCLEROSANTE DE HEMORROIDAS (POR SESSÃO)
0407030018,ANASTOMOSE BILEO-DIGESTIVA
0407030026,COLECISTECTOMIA
0407030034,COLECISTECTOMIA VIDEOLAPAROSCÓPICA
0407030042,COLECISTOSTOMIA
0407030050,COLEDOCOPLASTIA
0407030069,COLEDOCOTOMIA COM OU SEM COLECISTECTOMIA
0407030077,COLEDOCOTOMIA VIDEOLAPAROSCÓPICA
0407030085,COLOCAÇÃO DE PRÓTESE BILIAR
0407030093,DILATAÇÃO PERCUTÂNEA DE ESTENOSES E ANASTOMOSES BILIARES
0407030107,DRENAGEM BILIAR PERCUTÂNEA EXTERNA
0407030115,DRENAGEM BILIAR PERCUTÂNEA INTERNA
0407030123,ESPLENECTOMIA
0407030131,HEPATECTOMIA PARCIAL
0407030140,HEPATORRAFIA
0407030158,HEPATORRAFIA COMPLEXA COM LESÃO DE ESTRUTURAS VASCULARES BILIARES
0407030166,HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO
0407030174,MARSUPIALIZAÇÃO DE ABSCESSO / CISTO
0407030182,PANCREATECTOMIA PARCIAL
0407030190,PANCREATECTOMIA VIDEOLAPAROSCOPICA
0407030204,PANCREATO-DUODENECTOMIA
0407030212,PANCREATO-ENTEROSTOMIA
0407030220,PANCREATOTOMIA PARA DRENAGEM
0407030239,RETIRADA PERCUTÂNEA DE CÁLCULOS BILIARES
0407030247,TRATAMENTO CIRÚRGICO DE CISTOS PANCREÁTICOS
0407030255,COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA TERAPÊUTICA
0407040013,DRENAGEM DE ABSCESSO PÉLVICO
0407040021,DRENAGEM DE ABSCESSO SUBFRÊNICO
0407040030,DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL
0407040048,HERNIOPLASTIA DIAFRAGMÁTICA (VIA ABDOMINAL)
0407040056,HERNIOPLASTIA DIAFRAGMÁTICA (VIA TORÁCICA)
0407040064,HERNIOPLASTIA EPIGASTRICA
0407040072,HERNIOPLASTIA EPIGASTRICA VIDEOLAPAROSCOPICA
0407040080,HERNIOPLASTIA INCISIONAL
0407040099,HERNIOPLASTIA INGUINAL (BILATERAL)
0407040102,HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL)
0407040110,HERNIOPLASTIA RECIDIVANTE
0407040129,HERNIOPLASTIA UMBILICAL
0407040137,HERNIORRAFIA INGUINAL VIDEOLAPAROSCÓPICA
0407040145,HERNIORRAFIA SEM RESSECÇÃO INTESTINAL (HÉRNIA ESTRANGULADA )
0407040153,HERNIORRAFIA UMBILICAL VIDEOLAPAROSCÓPICA
0407040161,LAPAROTOMIA EXPLORADORA
0407040170,LAPAROTOMIA VIDEOLAPAROSCÓPICA PARA DRENAGEM E/OU BIÓPSIA
0407040188,LIBERAÇÃO DE ADERÊNCIAS INTESTINAIS
0407040196,PARACENTESE ABDOMINAL
0407040200,PERITONIOSTOMIA COM TELA INORGÂNICA
0407040218,PNEUMOPERITONIO (POR SESSAO)
0407040226,REPARACAO DE OUTRAS HERNIAS
0407040234,RESSECÇÃO DO EPIPLOM
0407040242,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERAÇÃO)
0407040250,TRATAMENTO CIRÚRGICO DE PERITONITE
0407040269,VAGOTOMIA VIDEOLAPAROSCÓPICA
0408010010,ARTRODESE DE GRANDES ARTICULAÇÕES ESCAPULO-TORÁCICAS
0408010029,ARTRODESE DE GRANDES ARTICULAÇÕES ESCAPULO-UMERAIS
0408010037,ARTROPLASTIA ESCAPULO-UMERAL (NÃO CONVENCIONAL)
0408010045,ARTROPLASTIA ESCAPULO-UMERAL PARCIAL
0408010053,ARTROPLASTIA ESCAPULO-UMERAL TOTAL
0408010061,ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISÃO / RECONSTRUÇÃO
0408010070,DESARTICULAÇÃO DA ARTICULAÇÃO ESCAPULO-UMERAL
0408010088,DESARTICULAÇÃO INTERESCAPULO-TORÁCICA
0408010096,ESCAPULOPEXIA COM OU SEM OSTEOTOMIA DA ESCAPULA / RESSECÇÃO BARRA OMO-CERVICAL
0408010100,OSTECTOMIA DA CLAVÍCULA OU DA ESCÁPULA
0408010118,OSTEOTOMIA DA CLAVÍCULA OU DA ESCÁPULA
0408010126,REDUCAO INCRUENTA DE FRATURA E FRATURA-LUXACAO AO NIVEL DA CINTURA ESCAPULAR
0408010134,REDUCAO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXAÇÃO ESCÁPULO-UMERAL
0408010142,REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS)
0408010150,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA
0408010169,TRATAMENTO CIRURGICO DE FRATURA DO COLO E CAVIDADE GLENOIDE DE ESCAPULA
0408010177,TRATAMENTO CIRURGICO DE FRATURA DO CORPO DE ESCAPULA
0408010185,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR
0408010193,TRATAMENTO CIRÙRGICO DE LUXAÇÁO / FRATURA-LUXAÇÃO ESCÁPULO-UMERAL AGUDA
0408010207,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO ESTERNO-CLAVICULAR
0408010215,TRATAMENTO CIRÚRGICO DE LUXAÇÃO RECIDIVANTE / HABITUAL DE ARTICULAÇÃO ESCAPULO-UMERAL
0408010223,TRATAMENTO CIRÚRGICO DE RETARDO DE CONSOLIDAÇÃO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA
0408010231,TRATAMENTO CIRÚRGICO DA SÍNDROME DO IMPACTO SUB-ACROMIAL
0408020016,AMPUTAÇÃO / DESARTICULAÇÃO DE MÃO E PUNHO
0408020024,AMPUTAÇÃO / DESARTICULAÇÃO DE MEMBROS SUPERIORES
0408020032,ARTRODESE DE MÉDIAS / GRANDES ARTICULAÇÕES DE MEMBRO SUPERIOR
0408020040,ARTROPLASTIA DE ARTICULAÇÃO DA MÃO
0408020059,ARTROPLASTIA DE CABEÇA DO RÁDIO
0408020067,ARTROPLASTIA DE PUNHO
0408020075,ARTROPLASTIA TOTAL DE COTOVELO
0408020083,ARTROPLASTIA TOTAL DE COTOVELO (REVISAO / RECONSTRUCAO)
0408020091,RESSECÇÃO DO OLECRANO E/OU CABEÇA DO RÁDIO
0408020105,FASCIOTOMIA DE MEMBROS SUPERIORES
0408020113,INSTALACAO DE TRAÇÃO ESQUELÉTICA DO MEMBRO SUPERIOR
0408020121,REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MÃO
0408020130,RECONSTRUÇÃO CAPSULO-LIGAMENTAR DE COTOVELO PUNHO
0408020148,RECONSTRUÇÃO DE POLIA TENDINOSA DOS DEDOS DA MÃO
0408020156,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA DE COTOVELO
0408020164,REDUÇAO INCRUENTA DE FRATURA / LESÃO FISARIA DO EXTREMO PROXIMAL DO ÚMERO
0408020172,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO
0408020180,REDUÇÃO INCRUENTA DE FRATURA / LUXAÇÃO DE MONTEGGIA OU DE GALEAZZI
0408020199,REDUÇÃO INCRUENTA DE FRATURA DA DIÁFISE DO ÚMERO
0408020202,REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO
0408020210,REDUÇÃO INCRUENTA DE FRATURA DOS METACARPIANOS
0408020229,REDUÇÃO INCRUENTA DE LUXAÇÃO / FRATURA-LUXAÇÃO DO COTOVELO
0408020245,REDUÇÃO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXACAO NO PUNHO
0408020253,REIMPLANTE DO OMBRO ATÉ O TERÇO MÉDIO DO ANTEBRAÇO
0408020261,REIMPLANTE DO TERÇO DISTAL DO ANTEBRAÇO ATÉ OS METACARPIANOS
0408020270,REIMPLANTE OU REVASCULARIZAÇÃO AO NÍVEL DA MÃO E OUTROS DEDOS (EXCETO POLEGAR)
0408020288,REIMPLANTE OU REVASCULARIZAÇÃO DO POLEGAR
0408020296,REVISÃO CIRÚGICA DE COTO DE AMPUTAÇÃO DO MEMBRO SUPERIOR (EXCETO MÃO)
0408020300,TENOSINOVECTOMIA EM MEMBRO SUPERIOR
0408020318,TRANSPOSIÇÃO DA ULNA PARA O RÁDIO
0408020326,TRATAMENTO CIRÚRGICO DE DEDO EM GATILHO
0408020334,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO
0408020342,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO)
0408020350,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DE EPI~CÔNDILO / EPITROCLEA DO ÚMERO
0408020369,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DO CÔNDILO / TRÓCLEA/APOFISE CORONÓIDE DO ULNA / CABEÇA DO RÁDIO
0408020377,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS
0408020385,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA SUPRACONDILIANA DO ÚMERO
0408020393,TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO
0408020407,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO
0408020415,TRATAMENTO CIRÚRGICO DE FRATURA DE EXTREMIDADES / METÁFISE PROXIMAL DOS OSSOS DO ANTEBRAÇO
0408020423,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE)
0408020431,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA
0408020440,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO
0408020458,TRATAMENTO CIRÚRGICO DE FRATURA-LUXAÇÃO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI
0408020466,TRATAMENTO CIRÚRGICO DE FRATURAS DOS OSSOS DO CARPO
0408020474,TRATAMENTO CIRÚRGICO DE GIGANTISMO DA MÃO
0408020482,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO
0408020490,TRATAMENTO CIRÚRGICO DE LESÃO DA MUSCULATURA INTRÍNSECA DA MÃO
0408020504,TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISARIA NO MEMBRO SUPERIOR
0408020512,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA
0408020520,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXACAO DOS OSSOS DO CARPO
0408020539,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA
0408020547,TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO
0408020555,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA MÃO
0408020563,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ANTEBRAÇO
0408020571,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ÚMERO
0408020580,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE AO NÍVEL DO COTOVELO
0408020598,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE NA REGIÃO METAFISE-EPIFISÁRIA DISTAL DO RÁDIO E ULNA
0408020601,TRATAMENTO CIRÚRGICO DE PSEUDO-RETARDO / CONSOLIDAÇÃO / PERDA ÓSSEA AO ÍIVEL DO CARPO
0408020610,TRATAMENTO CIRÚRGICO DE ROTURA / DESINSERÇÃO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MÃO
0408020628,TRATAMENTO CIRÚRGICO DE SINDACTILIA DA MÃO (POR ESPACO INTERDIGITAL)
0408020636,TRATAMENTO CIRÚRGICO DE SINOSTOSE RÁDIO ULNAR
0408020644,TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO
0408030011,ARTRODESE CERVICAL / CERVICO TORÁCICA POSTERIOR CINCO NIVEIS
0408030020,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR UM NÍVEL
0408030038,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR DOIS NÍVEIS
0408030046,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR SEIS NÍVEIS
0408030054,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR TRES NÍVEIS
0408030062,ARTRODESE CERVICAL ANTERIOR TRÊS NIVEIS
0408030070,ARTRODESE CERVICAL ANTERIOR DOIS NÍVEIS
0408030089,ARTRODESE CERVICAL ANTERIOR C1-C2 VIA TRANS-ORAL / EXTRA-ORAL
0408030097,ARTRODESE CERVICAL ANTERIOR CINCO NÍVEIS
0408030100,ARTRODESE CERVICAL ANTERIOR QUATRO NÍVEIS
0408030119,ARTRODESE CERVICAL ANTERIOR UM NÍVEL
0408030127,ARTRODESE CERVICAL POSTERIOR C1-C2
0408030135,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NÍVEL
0408030143,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NÍVEIS
0408030151,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NÍVEIS
0408030160,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NÍVEIS
0408030178,ARTRODESE OCCIPTO-CERVICAL (C2) POSTERIOR
0408030186,ARTRODESE OCCIPTO-CERVICAL (C3)POSTERIOR
0408030194,ARTRODESE OCCIPTO-CERVICAL (C4)POSTERIOR
0408030208,ARTRODESE OCCIPTO-CERVICAL (C5) POSTERIOR
0408030216,ARTRODESE OCCIPTO-CERVICAL (C6)POSTERIOR
0408030224,ARTRODESE OCCIPTO-CERVICAL (C7) POSTERIOR
0408030232,ARTRODESE TORACO-LOMBO-SACRA ANTERIOR UM NÍVEL
0408030240,ARTRODESE TORACO-LOMBO-SACRA ANTERIOR DOIS NIVEIS
0408030259,"ARTRODESE TORACO-LOMBO-SACRA ANTERIOR, TRES NIVEIS,"
0408030267,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NÍVEL
0408030275,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRÊS NIVEIS
0408030283,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NÍVEIS
0408030291,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NÍVEIS,"
0408030305,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NÍVEIS,"
0408030313,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NÍVEIS,"
0408030321,"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS,"
0408030330,COSTO-TRANSVERSECTOMIA
0408030348,COSTOPLASTIA (3 OU MAIS COSTELAS)
0408030356,DESCOMPRESSÃO DA JUNÇÃO CRANIO-CERVICAL VIA TRANSORAL / RETROFARINGEA
0408030364,DESCOMPRESSÃO OSSEA NA JUNÇÃO CRANIO-CERVICAL VIA POSTERIOR
0408030372,DESCOMPRESSÃO OSSEA NA JUNÇÃO CRANIO-CERVICAL VIA POSTERIOR C/ DUROPLASTIA
0408030380,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NÍVEL C/ MICROSCÓPIO)
0408030399,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NÍVEL)
0408030402,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NÍVEIS)
0408030410,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NÍVEIS C/ MICROSCÓPIO)
0408030429,DISCECTOMIA CERVICAL ANTERIOR (ATÉ 2 NÍVEIS C/ MICROSCÓPIO)
0408030437,DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NÍVEL)
0408030445,DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NÍVEIS)
0408030453,DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (C/ 2 OU MAIS NÍVEIS)
0408030461,DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (1 NÍVEL)
0408030470,DRENAGEM CIRÚRGICA DO ILIOPSOAS
0408030488,INSTALAÇÃO DE TRAÇÃO CRANIANA
0408030500,RESSECÇÃO DE 2 OU MAIS CORPOS VERTEBRAIS CERVICAIS
0408030518,RESSECÇÃO DE 2 OU MAIS CORPOS VERTEBRAIS TORACO-LOMBO-SACROS
0408030526,RESSEÇÃO DE COCCIX
