Codigo,Descricao,ValorTUNEP
92017835,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017843,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017851,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017860,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017878,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017886,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017894,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017908,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017916,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017924,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017932,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017940,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017959,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017967,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017975,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017983,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92017991,CONCENTRADO FATOR VIII HUMANO  UI,"250,00"
92021018,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021026,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021034,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021042,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021050,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021069,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021077,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021085,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021093,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021107,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021115,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021123,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021131,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021140,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021158,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021166,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021174,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021182,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021190,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021204,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021212,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021220,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021239,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021247,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021255,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021263,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021271,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021280,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021298,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021301,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021310,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021328,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021336,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021344,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021352,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021360,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021379,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021387,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021395,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021409,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021417,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021425,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021433,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021441,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021450,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021468,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021476,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021484,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021492,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021506,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021514,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021522,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021530,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021549,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021557,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021565,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021573,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021581,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021590,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021603,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021611,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021620,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021638,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021646,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021654,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021662,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021670,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021689,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021697,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021700,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021719,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021727,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021735,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021743,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021751,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021760,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021778,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021786,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021794,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021808,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021816,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021824,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021832,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021840,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021859,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021867,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021875,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021883,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021891,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021905,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021913,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021921,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021930,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021948,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021956,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021964,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021972,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021980,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92021999,FATOR IX DE COAGULACAO HUMANA  UI,"500,00"
92033016,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033024,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033032,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033040,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033059,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033067,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033075,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033083,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033091,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033105,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033113,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033121,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033130,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033148,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033156,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033164,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033172,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033180,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033199,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033202,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033210,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033229,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033237,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033245,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033253,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033261,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033270,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033288,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033296,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033300,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033318,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033326,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033334,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033342,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033350,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033369,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033377,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033385,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033393,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033407,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033415,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033423,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033431,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033440,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033458,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033466,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033474,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033482,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033490,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033504,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033512,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033520,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033539,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033547,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033555,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033563,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033571,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033580,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033598,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033601,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033610,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033628,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033636,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033644,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033652,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033660,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033679,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033687,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033695,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033709,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033717,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033725,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033733,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033741,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033750,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033768,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033776,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033784,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033792,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033806,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033814,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033822,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033830,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033849,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033857,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033865,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033873,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033881,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033890,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033903,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033911,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033920,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033938,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033946,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033954,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033962,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033970,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033989,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92033997,"FATORES II, VII, IX, X DE COAGULACAO  UI ","500,00"
92034012,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034020,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034039,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034047,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034055,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034063,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034071,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034080,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034098,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034101,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034110,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034128,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034136,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034144,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034152,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034160,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034179,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034187,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034195,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034209,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034217,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034225,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034233,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034241,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034250,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034268,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034276,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034284,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034292,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92034306,IMUNOGLOBINA ANTITETANICA FR/AMP C/UI + SOL ML,"250,00"
92035019,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035027,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035035,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035043,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035051,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035060,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035078,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035086,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035094,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035108,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035116,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035124,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035132,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035140,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035159,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035167,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035175,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035183,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035191,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035205,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035213,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035221,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035230,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035248,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035256,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035264,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035272,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035280,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035299,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035302,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035310,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035329,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035337,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035345,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035353,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035361,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035370,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035388,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035396,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035400,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035418,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035426,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035434,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035442,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035450,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035469,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035477,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035485,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035493,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035507,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035515,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035523,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035531,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035540,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035558,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035566,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035574,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035582,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035590,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035604,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035612,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035620,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035639,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035647,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035655,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035663,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035671,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035680,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035698,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035701,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035710,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035728,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035736,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035744,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035752,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035760,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035779,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035787,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035795,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035809,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035817,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035825,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035833,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035841,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035850,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035868,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035876,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035884,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035892,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035906,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035914,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035922,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035930,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035949,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035957,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035965,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035973,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035981,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92035990,IMUNOGLOBINA HUMANA FR/AMP C/MG+DILUENTE ML,"320,00"
92036015,"IMUNOGLOBINA ""G"" P/USO ENDOVENOSO FR/AMP MG+DIL ","250,00"
92036023,"IMUNOGLOBINA ""G"" P/USO ENDOVENOSO FR/AMP MG+DIL ","250,00"
92036031,"IMUNOGLOBINA ""G"" P/USO ENDOVENOSO FR/AMP MG+DIL ","250,00"
92036040,"IMUNOGLOBINA ""G"" P/USO ENDOVENOSO FR/AMP MG+DIL ","250,00"
92036058,"IMUNOGLOBINA ""G"" P/USO ENDOVENOSO FR/AMP MG+DIL ","250,00"
92036066,"IMUNOGLOBINA ""G"" P/USO ENDOVENOSO FR/AMP MG+DIL ","250,00"
92036074,"IMUNOGLOBINA ""G"" P/USO ENDOVENOSO FR/AMP MG+DIL ","250,00"
92036082,"IMUNOGLOBINA ""G"" P/USO ENDOVENOSO FR/AMP MG+DIL ","250,00"
